#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1277320595986	2.2609777	-0.040861044	9.384419	-0.15361881	0.0	-24.0625	-0.9375	-40.75	-3.042676	1.3343359	-1.5888666
1277320596025	2.1792557	0.040861044	9.384419	-0.17243195	0.0	-23.8125	-1.4375	-41.75	-3.0697691	1.3425809	-1.5520486
1277320596065	2.1792557	0.0	9.425281	-0.13271236	0.0	-24.0625	-1.4375	-41.75	-3.0395546	1.3435755	-1.5707964
1277320596095	2.2609777	-0.040861044	9.384419	-0.15361881	0.0	-24.3125	-0.9375	-42.3125	-3.0414674	1.3343359	-1.5888666
1277320596125	2.3426998	-0.14982383	9.425281	-0.09343243	0.0	-25.3125	-0.6875	-42.0	-2.9822164	1.3267002	-1.6346629
1277320596156	2.3426998	0.0	9.193735	-0.31913185	0.0	-25.0625	-0.6875	-41.5	-3.0926614	1.3212914	-1.5707964
1277320596195	2.3426998	-0.040861044	9.152874	-0.358634	0.0	-25.8125	0.0625	-41.5	-3.1152482	1.3201869	-1.5882365
1277320596236	2.3018389	0.10896278	9.234595	-0.28887272	0.0	-25.8125	-0.1875	-41.75	3.072436	1.326249	-1.5234944
1277320596275	2.152015	0.10896278	9.343558	-0.21784782	0.0	-25.0625	-0.4375	-41.75	3.0863972	1.3441429	-1.5202066
1277320596305	2.0294318	0.27240697	9.466142	-0.12157726	0.0	-25.0625	-0.1875	-42.0	2.940224	1.3577673	-1.4373657
1277320596345	1.9477097	0.42223078	9.534244	-0.06633949	0.0	-23.5625	-0.9375	-42.3125	2.8597713	1.3647327	-1.3573164
1277320596385	1.879608	0.42223078	9.343558	-0.2665615	0.0	-23.5625	-1.1875	-42.3125	2.867135	1.367466	-1.3498268
1277320596425	1.9885708	0.313268	9.275456	-0.31525135	0.0	-23.5625	-1.1875	-42.5625	2.9640708	1.357076	-1.4145463
1277320596467	2.1111538	0.19068487	9.302697	-0.26550198	0.0	-23.375	-1.4375	-42.5625	3.0914376	1.3467577	-1.4807181
1277320596505	2.152015	0.3405087	9.302697	-0.25221157	0.0	-24.3125	-1.4375	-42.3125	2.9726338	1.3407327	-1.4138695
1277320596545	2.0294318	0.313268	9.343558	-0.24010372	0.0	-24.3125	-1.4375	-41.5	2.9879248	1.3544619	-1.4176427
1277320596585	2.0294318	0.53119355	9.575105	-0.004436493	0.0	-24.5625	-1.75	-41.5	2.8440704	1.3551154	-1.3147945
1277320596625	2.070293	0.53119355	9.575105	0.0041046143	0.0	-24.5625	-1.75	-41.5	2.8440704	1.3551154	-1.3147945
1277320596667	2.1792557	0.5720546	9.425281	-0.115813255	0.0	-24.0625	-2.0	-41.5	2.841278	1.3361523	-1.314088
1277320596705	1.7570249	0.53119355	9.615966	-0.017059326	0.0	-23.375	-1.75	-42.3125	2.8049335	1.3821785	-1.2772074
1277320596746	1.920469	0.040861044	9.112013	-0.4943657	0.0	-22.875	-1.1875	-42.5625	-3.0902076	1.3630289	-1.549523
1277320596788	1.7297841	-0.3405087	9.302697	-0.33837318	0.0	-22.875	-1.1875	-42.3125	-2.7608302	1.383505	-1.7651616
1277320596826	1.8387469	-0.7627395	9.765789	0.15996361	0.0	-22.625	-0.6875	-42.3125	-2.4725952	1.3697102	-1.9640085
1277320596866	2.7240696	-0.23154591	8.853226	-0.5409193	0.0	-23.125	-0.6875	-41.75	-2.8739927	1.2712841	-1.6555924
1277320596906	2.2609777	-0.10896278	8.812365	-0.70820713	0.0	-22.625	-0.9375	-42.0	-2.9656806	1.3193654	-1.6189518
1277320596945	-0.6537767	0.3405087	11.75436	1.9708004	0.0	-21.875	-0.9375	-42.5625	0.46877754	1.508167	1.0906212
